text,sentiment
Getting ready for a going-away dessert reception for a colleague who`s off to grad school.,neutral
The battle at Minas Tirith is still very impressive. Return of the Jedi is the best Lord of the Rings movie IMO.,positive
"hi everyone, hoping all of you have a good week",positive
is sooo stressed about everything I have to do,negative
  I knew it! I use to love that show too  Happy weekend to you too!,positive
First time I`m going home early  sucks to b single no one to call,negative
Quiet day at work 2day.Just had dinner. Whats doin out there?,neutral
" dude, saw your Twitter profile after a long time - love the background. way way cool!",positive
"I have an awesome picture of happy pint, but it`s not sending",positive
"Last day in Exeter! Had last session in gym, last breakfast.. last meeting coming up",neutral
nt online & mayb next week  if u havent voted pls do: http://bit.ly/hHigd,neutral
"Hi Charlie, thank you for following me! Nice to know there`s another Ollmann in the new world...",positive
 I would advise watching it in the cinema. I am sure the effects are worth it. Unless you have a monster TV at home,positive
"srsly, BGT, joke maaan. how lame. ughhhh work tomorah have to get up early",negative
 omg my ID aint come back yet  im sooo worried it best be bk by next week or il screamm!!! lmao and yeah u choose! its ur bday x,neutral
if not impossible,neutral
"Ugh, still sick. This Calgary cold has lasted forever.",negative
i`m gonna miss all the live Comet action tomorrow! i have to go take care of my cousins and they don`t have access to the interwebz,positive
 Nope,neutral
 Will arrive tomorrow morning at 7  #early,neutral
Enjoying the nice couple dad with my brother to bad we never really see each other anymore...,neutral
 why are you sad?!,neutral
He didnt leave a voicemail..  -121908inlove(:,neutral
I want to buy this great album but unfortunately i dont hav enuff funds  its 'long time noisy',negative
No betta nest  I think despite the heater it gets too chilly at night,negative
 really??,neutral
Why do I look so awesome in heels yet am so afraid of them?,neutral
 its so sad how dead it is.,negative
 that sucks!!,negative
Wake up **** But tired. On this moment i listing some music for make me happy and let me wake up,neutral
with emma  going 2 see diversity today :O  x,neutral
 Yay! I too had some joy in that department,positive
" i wish i could sat but thats a super busy day  sunday perhaps? playing football in dolores park too, youre welcome to come hang!",positive
Looking for a vibrating phone is like trying to find 'a feeling.',neutral
"Schools out, but works in",neutral
 Well I guess they think of everything   Thanks so much for keeping the fans in the loop,positive
I got excited when I saw a bag in the place cookies usually live (when I get them). Unfortunately it was just my new prescription,neutral
_oliver  I was off by one year. I really wanted some of Jamies cooking books in ENGLISH!!!! not German.,neutral
" nope not going be able to finish it tonight, got a few other things to do before bed",neutral
" Ooh, jealous. I just have yoghurt and some carrots.",negative
 awwww  bew! you wont be here at all this summer?,neutral
I lost count   sorry I let u down...,negative
 dont ignore me,neutral
" Hi Susan, read your blog.  It`s really good.  I look forward for the tweet updates",positive
 Eeee! Hiya!  Haven`t spoken to you in ages! How you doing? *enormous hug*,neutral
Just like the old days  drinkin at the old spot .,neutral
"I woke up at 5:45. Didn`t have a full bladder, wasn`t sick... And to top it off, I went for a run. Now I wanna go back to bed",neutral
" there were attempts to somehow extend inner classes, which would be close to #closure, can`t find the ref ATM",neutral
 Jz local movie here. The title`s virgin 2 :p actually i feel not so good. So tired n dizzy,negative
_Rose *hugs* thanks. I don`t know how I`m going to fix this if I`m ever going to get my account back.,positive
" I know   But maybe by then you will have forgotten about it, and it will be like Christmas in July!!",neutral
Hanging out at the San Fran airport. Got a few hour wait until I go anywhere...BTW SFO`s $7 wifi is garbage.,negative
 Thank you so much for the Retweet  x,positive
"I feel like drinking wine, but I don`t have any.",neutral
 they frown on us googling alcohol at work,negative
_Loves_NKOTB yup...as always....wonder when me and V will ever come back to Earth...getting kinda comfy up here,positive
 mmmm... looks so yummy! good seeing u,positive
" Oh yeah, i`m the poorest person of all. But i shouldnt joke about that, poor other people",negative
You know you`re too old to party like a rockstar when....you realize no one else claps when they dance. It`s just you,neutral
TwitterBerry hates me,negative
totally forgot she had soccer today. ugh  today was actually good too...,negative
" yeah, guess we gotta wait til sometime in June",neutral
 oh no not difficult. It`s just nuts that`s how you have to market yourselves on home turf,positive
"Tomorrowland central hasn`t gotten confirmation that I`m signed off on Star Tours, so just waiting to see if they can give me a shift.",neutral
What happened to the weather??,neutral
officially has pink eye.,neutral
loves the nice weather and 7:30 exams,positive
Omg amazing twist! This is a crazy awesome movie,positive
poor wavves. had a meltdown in barcelona. drummer walked out. shoes were thrown. hands in face.,neutral
" Even more so bc I drove their asses to Chandler, which is why I am just now getting home, an hour and a half later. LOL",neutral
 UMMMNNN ummmnnn good thanks for letting me know earlier... I ate already,positive
@_writersblock_  I`m having a bev by myself too. Sometimes you just have those kind of days and you need to relax,positive
All I want is to see him tonight.  and I know it`s not gonna happen.,neutral
 YES. He`s fascinating. I love his bedroom.. oh my God. The books.,positive
Going to fold laundry and then hit the sack. I have boring saturday evenings,negative
I think I would be a good radio dj...I like awesome music and I have a great personality!!!!  ;) !!!   !!!,positive
" why arent u famous already? lol you have a very adoring fan, that fan would do anything for you hehehe, im you no.1 fan",positive
dammit! hulu desktop has totally screwed up my ability to talk to a particular port on one of our dev servers. so i can`t watch and code,negative
_Nye why so quiet lately?,neutral
#fieldnotes I ordered some on the 8th and they still haven`t arrived. 3 weeks and still no books,negative
 haha. I know. And then I need a new car too. Oh ps I got a speeding ticket.,neutral
needs to have an increase on her salary  http://plurk.com/p/wxluu,neutral
Should I say goodnight or good morning?,neutral
I miss my boys,negative
Listening to the new Green Day album  Fingers crossed!,neutral
Happy Mothers Day. Take ur mothers into a special place.,positive
 I`ll keep that in mind when he gets tonked for 40 off his 4 overs.,neutral
I think my cheap sunglasses are falling apart. Oh well,negative
Good Morning  Plan for the day: Church followed by F1 & lunch at mum & dads. Then DM discussions of Star Trek!,neutral
 i wont have time to buy  and i need a new binder pa,neutral
At Marlees doc appointment poor babygirl has to get shots,negative
Dï¿½jï¿½ vu!!! Changing out of my GQ outfit,neutral
" MY FAV. SONG IS UH...honestly, its rude for u to make us choose.  lol I love `em all!",neutral
just finished YSC runthrough for service! It`s gonna be awesome!  - http://tweet.sg,positive
Little girls and their shallowness annoy me. On the good side i didnt straighten my hair at all today and it looks some what decent,neutral
pulling articles,neutral
just realized tonight`s Drake,neutral
NOW IM SAD BUT IM NOT GIVING IN FIRST..I DIDNT DO NOTHING!!!!    :**-(,negative
 has more followers than me. I wanna be as cool as her. Follow her so that will never happen.,neutral
 blah blah blah.... just kidding dude  i`ve never had anyone offer up their stem cells before haha!,positive
"_Live That`s what I want. More the better. Bound to be a few bad eggs though, but they will soon learn.",neutral
_98 Kevin can`t leave work until 2,neutral
I had my hair in a messy ponytail all day & I took it out just now and it looks really nice (: but still messy,neutral
_da_**** ï¿½ cant im not @ my sister house no ï¿½-net tonite,negative
 I know what appeals to you with knitting! Believe me I KNOW!,positive
  yes really if it is that time of day again.   xxxxxxxxxxxxxxxxx,neutral
" made me want taco bell, **** you sara! oh well now i`m going to go change into my jammies now.",neutral
 It`s called a RipStick.  When I had a job I sold a lot of those...,neutral
This sars has really got me down.,negative
" Guapisimo, chico you and Ms. Lady Gaga looked amazing as usual",positive
 ok  thank you,positive
" no i didnt! i couldnt get to liverpool today, of all days!  did you?",neutral
"So sorry if i`ve been typing wrongly. usually, after i`ve typed something, i wont read. i`ll just press the `enter` button",negative
 I didnt get his  tweet,neutral
aaaaaw i want to live in the USA,neutral
Can`t wait 2 hand in work tomorrow then im practically finished for the year  yay!!!!!!!,neutral
" thanks for following, it means a lot to me  i love hey monday!",positive
i basically want the world to kno that i have the BEST best friend    love her <3,positive
"_x I`ve got my essay plan written out now  Looking for a couple of references, then I`ll get writing!",neutral
 thats because im getting a new phone since my other phone dont work at all,neutral
 yeah dnt go there.. I have 3 dif apps on my phone for it  so sad but there is a reason as to why lol,neutral
My son had surgery yesterday so mommy and son time won`t be as long today,negative
